"run","InsectId","Count","tick"
1,"spec",1906,447.0
1,"gen",4034,447.0
1,"spec",1877,448.0
1,"gen",3960,448.0
1,"spec",1862,449.0
1,"gen",3992,449.0
1,"spec",1912,450.0
1,"gen",3979,450.0
1,"spec",1934,451.0
1,"gen",3945,451.0
1,"spec",1901,452.0
1,"gen",3953,452.0
1,"spec",1894,453.0
1,"gen",3926,453.0
1,"spec",1889,454.0
1,"gen",3950,454.0
1,"spec",1901,455.0
1,"gen",3900,455.0
1,"spec",1902,456.0
1,"gen",3884,456.0
1,"spec",1872,457.0
1,"gen",3828,457.0
1,"spec",1838,458.0
1,"gen",3799,458.0
1,"spec",1944,459.0
1,"gen",3806,459.0
1,"spec",1973,460.0
1,"gen",3722,460.0
1,"spec",1893,461.0
1,"gen",3738,461.0
1,"spec",1899,462.0
1,"gen",3780,462.0
1,"spec",1961,463.0
1,"gen",3730,463.0
1,"spec",1978,464.0
1,"gen",3717,464.0
1,"spec",1961,465.0
1,"gen",3743,465.0
1,"spec",1889,466.0
1,"gen",3714,466.0
1,"spec",1920,467.0
1,"gen",3677,467.0
1,"spec",1963,468.0
1,"gen",3710,468.0
1,"spec",1999,469.0
1,"gen",3724,469.0
1,"spec",1956,470.0
1,"gen",3677,470.0
1,"spec",1870,471.0
1,"gen",3627,471.0
1,"spec",1914,472.0
1,"gen",3645,472.0
1,"spec",1950,473.0
1,"gen",3591,473.0
1,"spec",1913,474.0
1,"gen",3615,474.0
1,"spec",1866,475.0
1,"gen",3661,475.0
1,"spec",1933,476.0
1,"gen",3625,476.0
1,"spec",1939,477.0
1,"gen",3646,477.0
1,"spec",1896,478.0
1,"gen",3555,478.0
1,"spec",1941,479.0
1,"gen",3614,479.0
1,"spec",1924,480.0
1,"gen",3586,480.0
1,"spec",1904,481.0
1,"gen",3568,481.0
1,"spec",1935,482.0
1,"gen",3671,482.0
1,"spec",2005,483.0
1,"gen",3543,483.0
1,"spec",1942,484.0
1,"gen",3553,484.0
1,"spec",1885,485.0
1,"gen",3548,485.0
1,"spec",1926,486.0
1,"gen",3545,486.0
1,"spec",1943,487.0
1,"gen",3507,487.0
1,"spec",1991,488.0
1,"gen",3491,488.0
1,"spec",1971,489.0
1,"gen",3466,489.0
1,"spec",1951,490.0
1,"gen",3388,490.0
1,"spec",1986,491.0
